ID,y
340,93.76294
343,93.60003
345,115.880714
346,96.48113
347,112.3758
349,110.05686
350,95.05975
352,102.98232
353,93.11583
354,91.43559
357,95.692535
358,107.47488
362,108.38988
364,104.18178
365,101.86229
366,101.91967
367,106.78984
368,93.78746
370,81.55011
373,99.05509
377,93.94208
378,107.10222
382,104.64179
384,110.24597
390,97.17669
392,112.0562
393,113.57187
395,94.4116
396,96.9942
399,80.54615
406,108.9076
408,108.9076
409,95.296326
410,80.30858
412,112.74284
413,89.79761
419,99.616196
420,105.60434
421,90.06708
430,106.27256
434,93.423485
436,95.106606
437,102.81402
438,90.70841
439,110.68305
440,101.91888
443,101.3588
446,95.19565
448,93.37702
452,94.53539
453,108.87761
457,99.44297
458,94.73147
459,114.250435
460,103.97621
462,103.932976
464,101.45308
465,117.048134
467,112.666695
471,106.05694
472,77.1986
473,104.90784
475,96.00064
480,102.45403
488,105.64072
490,109.078186
491,104.79124
492,83.27309
493,97.89936
497,93.77272
498,107.91397
499,94.5243
500,101.443695
501,94.84875
502,110.995804
506,88.42349
510,107.74841
511,91.00087
512,93.59168
516,93.1973
518,97.40638
519,112.3758
521,91.6186
522,111.687035
526,114.35243
529,108.71434
532,111.92158
533,95.05378
536,111.10221
537,95.217094
539,94.81125
540,106.20803
541,96.79986
543,94.03595
546,109.744316
547,98.79059
548,91.80712
551,94.55402
552,107.50801
556,101.15753
557,101.71957
558,106.78984
559,94.153984
560,105.78238
562,105.379425
566,98.290535
570,107.91397
571,102.81402
572,101.04586
573,93.91851
575,117.048134
576,109.20081
577,95.28079
579,90.7538
580,112.20785
581,108.78418
589,109.078186
591,101.8771
593,94.91149
594,106.12242
595,94.854774
598,95.02474
602,106.92915
604,111.626144
606,107.77544
608,101.92967
609,105.91822
610,96.41053
616,108.10468
617,94.270096
618,107.178566
620,106.93351
622,102.11448
623,89.0422
624,108.85093
626,112.52797
628,111.94366
629,97.11859
630,109.64611
637,92.02839
638,101.37387
643,105.626724
645,102.45403
646,111.96646
648,94.85074
652,99.20189
653,101.278534
654,107.91397
656,110.712875
657,104.82049
659,100.264565
660,109.85428
663,93.192894
664,110.40744
666,107.68663
668,104.680084
669,94.09888
671,95.16211
675,90.87259
677,96.639305
678,107.6895
679,103.981155
682,106.074455
685,107.85944
687,96.48773
688,94.81714
693,111.82595
696,99.01148
698,93.52168
701,98.60768
704,97.47151
705,116.912735
709,103.679245
710,98.93694
711,107.67558
712,98.71146
714,110.832756
715,91.12908
716,109.078186
717,94.92179
720,116.023796
721,93.92634
724,106.17719
725,95.35239
726,100.21678
728,110.01699
731,97.51268
734,111.51387
738,93.10622
745,106.049706
746,92.4015
751,78.52154
754,96.49436
756,98.454926
758,98.3262
759,109.337616
761,117.95124
766,99.33894
767,107.07394
768,89.162994
769,112.67661
770,98.905396
771,83.27309
772,106.67467
773,96.906334
774,103.12602
776,110.24597
777,104.555504
780,113.33319
782,106.12039
787,103.18873
788,94.81125
792,91.103584
793,114.30166
798,108.71369
800,91.23274
806,109.078186
809,111.11303
811,107.01407
812,96.101
814,117.048134
816,107.46478
817,93.75154
818,108.59271
820,100.11146
823,95.06594
829,93.67201
830,112.62253
831,92.60551
834,110.479675
839,102.24903
841,83.490875
844,104.5455
845,94.71605
848,91.63209
850,115.927925
851,106.55747
852,97.05174
854,93.3892
855,104.333534
856,109.17048
859,102.35835
861,103.12602
864,93.18228
865,104.107765
866,91.93237
867,98.007385
869,96.83752
871,92.82856
872,109.078186
882,103.37482
883,93.423485
885,94.89879
888,98.8998
893,107.41441
901,107.88208
903,104.7036
904,93.50995
905,107.907104
910,100.006134
911,112.76763
914,110.79818
918,106.94062
921,92.023636
928,96.79226
929,108.78144
932,103.697495
933,96.27772
934,100.006134
935,108.639465
937,80.405396
939,94.36092
940,107.4252
941,99.26476
942,105.67966
943,93.05131
944,105.01455
947,109.078186
949,109.384155
951,101.70577
952,94.65134
953,104.7036
954,77.3362
957,110.31631
959,90.05993
960,110.65648
963,117.048134
965,109.078186
967,108.79206
971,94.40559
972,77.54596
973,91.79462
974,110.932
975,98.69573
978,107.43265
980,96.52349
981,94.21708
984,109.90929
986,100.006134
988,89.162994
989,107.330444
990,106.40585
992,107.88208
996,103.897095
999,109.09521
1000,102.32884
1001,104.107765
1002,90.46785
1003,110.24597
1004,90.76743
1008,110.840485
1009,102.42218
1010,106.97442
1012,110.00842
1013,95.26326
1014,107.45696
1015,93.99849
1016,116.76518
1019,94.72334
1020,107.32278
1021,100.006134
1022,97.98799
1024,100.006134
1025,92.67739
1027,96.38945
1028,109.0533
1029,98.01595
1030,99.843094
1033,110.31631
1036,102.55811
1037,107.9032
1038,91.33955
1042,94.36092
1043,106.880486
1044,96.27733
1045,110.89432
1047,114.80466
1050,94.8541
1051,108.42897
1054,94.73147
1056,94.21708
1057,95.31646
1059,93.954056
1062,106.42487
1063,100.43191
1064,94.21708
1066,94.37306
1070,112.84408
1076,110.19976
1077,98.82494
1078,111.52691
1080,108.3065
1082,100.34545
1083,99.36057
1089,105.95407
1091,98.8998
1093,96.01343
1097,94.44396
1099,96.490486
1101,100.006134
1103,98.99681
1104,111.21306
1106,105.91976
1109,93.91201
1110,110.41464
1111,107.03045
1112,110.12041
1114,94.3609
1116,96.1429
1117,108.55437
1120,100.85868
1124,111.701
1125,94.35877
1126,113.279236
1134,106.9249
1137,90.672
1138,111.607124
1144,111.14316
1145,94.854774
1146,92.77934
1148,99.370705
1150,98.817444
1152,104.5455
1153,101.95571
1154,106.8494
1155,94.89936
1157,98.569466
1162,95.87362
1165,110.614365
1166,96.382805
1167,101.15579
1168,103.857605
1169,102.35835
1171,118.81243
1172,102.4908
1173,102.35835
1174,97.53819
1176,106.04732
1177,107.81974
1178,95.813095
1182,111.59846
1186,102.19427
1187,104.71614
1188,92.11579
1189,113.281975
1191,106.71742
1192,95.233345
1197,112.1169
1198,94.41326
1200,78.83422
1201,94.182556
1203,97.80982
1209,117.048134
1214,107.58687
1218,110.338646
1222,98.35281
1226,97.48414
1228,96.81358
1230,103.19655
1232,78.95817
1233,108.37372
1236,113.03864
1238,100.975716
1241,111.14316
1244,99.2599
1246,102.39526
1247,100.289696
1250,104.28862
1251,98.91906
1254,104.81744
1255,98.8326
1256,109.3647
1257,97.54591
1258,111.327866
1259,112.080345
1260,94.039505
1263,112.455925
1267,80.0712
1268,109.463
1271,97.052444
1272,108.15375
1274,105.42363
1275,95.87362
1276,109.168304
1277,90.75369
1279,92.77934
1281,98.40786
1282,92.11579
1283,106.19042
1285,104.9642
1286,93.76607
1289,112.5461
1296,97.96353
1299,101.48127
1301,103.897095
1306,89.70953
1307,95.33747
1308,94.37679
1313,109.168304
1314,95.27877
1315,110.41464
1316,92.9458
1317,108.56332
1319,92.5737
1323,106.765015
1324,109.12016
1325,96.09996
1328,102.764946
1329,92.17168
1330,103.12602
1331,99.18002
1332,105.08172
1337,101.04891
1338,99.44393
1339,91.6186
1340,101.7177
1343,106.5546
1347,110.177795
1348,97.49301
1349,107.85479
1352,94.36914
1354,103.59449
1359,111.82777
1360,101.18628
1363,107.958466
1364,99.91182
1365,103.232315
1366,101.51225
1372,98.421875
1375,97.83439
1376,98.00033
1378,96.03321
1379,108.00461
1380,101.18016
1381,101.91726
1384,109.32361
1387,100.33554
1388,106.62976
1392,75.53993
1394,102.39824
1395,94.73464
1396,109.40994
1398,97.14797
1399,109.40994
1400,92.20253
1401,93.049576
1403,101.84863
1404,97.90481
1406,109.40994
1407,94.17986
1408,111.758934
1410,80.742836
1412,108.986465
1413,93.972374
1415,97.281975
1420,111.758934
1422,110.3221
1423,100.68716
1424,111.758934
1425,98.2457
1426,80.742836
1427,102.030464
1429,94.38014
1430,108.293846
1431,103.215805
1432,100.704575
1434,109.194046
1437,94.47788
1438,104.99022
1440,109.60445
1441,106.26409
1442,95.71172
1444,106.95683
1445,96.91315
1446,105.14591
1448,93.468094
1453,93.4229
1454,108.986465
1455,93.05032
1456,106.9779
1458,108.986465
1459,95.166565
1461,97.254944
1465,100.33554
1466,110.53988
1469,106.60746
1472,93.4229
1474,97.039185
1477,107.98588
1479,107.75405
1482,109.16307
1483,77.98255
1487,94.836815
1488,105.59355
1490,114.96732
1492,105.22714
1494,117.572815
1496,98.70963
1497,98.98353
1499,104.28239
1502,93.68252
1507,103.013245
1508,94.36914
1509,102.872345
1511,93.05799
1512,107.363754
1513,117.370605
1514,99.63087
1518,112.48204
1519,91.81346
1522,111.26952
1524,78.35407
1527,95.71172
1529,95.035706
1532,106.33742
1536,112.90095
1537,116.97242
1539,101.797
1542,111.50333
1543,98.00033
1544,104.81931
1545,79.99273
1550,94.77811
1551,103.39646
1554,113.51823
1556,108.78582
1559,94.51752
1560,77.70572
1562,98.64674
1566,91.949554
1567,111.60064
1569,105.05084
1570,110.01932
1571,108.5828
1574,94.36914
1578,107.088394
1580,93.34064
1583,104.985374
1584,94.36914
1585,106.77689
1586,104.120056
1587,112.36038
1588,95.33932
1590,115.859215
1592,104.33922
1596,95.59506
1598,106.05996
1599,95.82695
1604,109.04031
1606,102.298195
1607,93.972374
1608,99.14036
1609,117.173874
1611,97.00713
1613,96.14184
1616,98.22107
1619,108.56863
1620,93.8547
1621,111.96647
1622,98.553185
1625,109.09228
1627,117.173874
1629,102.10414
1634,98.153015
1636,95.82689
1638,108.34541
1639,97.99951
1641,101.75972
1643,95.13751
1644,100.6209
1645,117.67438
1646,105.12405
1647,112.262436
1648,95.630226
1652,93.34064
1653,113.43821
1656,96.01124
1658,95.82695
1659,108.57726
1661,101.93719
1663,93.972374
1664,104.79064
1665,95.62301
1666,108.78582
1667,100.71807
1668,78.94008
1669,102.13733
1670,95.38049
1672,112.65022
1674,104.59444
1677,105.59355
1678,93.01016
1679,111.134544
1680,101.0824
1683,109.97212
1686,103.81463
1687,109.94664
1689,106.40324
1690,95.451416
1691,115.88927
1692,113.487495
1693,94.36914
1695,96.60097
1696,93.4229
1697,108.57726
1700,108.78582
1701,97.50598
1702,112.36038
1703,92.63099
1704,105.04417
1706,95.51664
1707,108.98704
1708,97.11138
1710,92.60526
1711,105.79044
1713,101.44425
1717,109.12144
1719,107.088394
1720,96.71872
1722,95.686035
1725,104.43476
1726,96.36972
1727,101.48537
1729,105.55731
1730,91.21969
1731,107.49091
1733,108.78582
1734,95.35744
1735,110.3221
1738,96.14184
1742,103.53975
1745,104.59444
1747,95.70956
1749,100.7586
1751,97.48108
1752,78.07974
1753,102.55285
1754,95.951294
1755,94.77314
1756,102.327705
1758,106.159004
1759,92.872246
1760,106.26715
1761,108.5135
1762,92.04584
1763,105.955086
1764,108.74739
1766,102.14032
1768,93.01094
1769,80.637436
1771,107.25788
1772,97.81232
1773,109.09626
1774,99.17769
1775,108.45334
1777,111.43048
1779,92.872246
1780,106.23034
1787,92.63099
1788,95.1496
1790,95.8869
1796,112.48644
1801,91.12502
1803,94.17235
1807,111.960045
1809,106.25098
1812,97.68483
1813,108.810234
1814,102.06193
1815,110.156845
1816,95.89951
1818,93.7044
1820,92.53628
1821,116.25713
1822,95.29146
1825,96.77939
1826,106.48083
1828,96.08051
1831,103.68797
1836,101.358505
1837,96.063286
1841,97.039185
1844,103.22774
1848,90.861916
1851,101.797
1852,94.067665
1853,94.033875
1854,97.682846
1856,103.56568
1859,106.25098
1860,98.0378
1861,78.23033
1863,110.08838
1865,96.76687
1866,104.578766
1867,95.487206
1868,92.92243
1872,95.95961
1879,97.443565
1880,107.51306
1882,97.6961
1885,109.83376
1887,104.4175
1888,95.00817
1890,103.84522
1894,96.81645
1895,102.622826
1896,93.28269
1897,108.74159
1900,109.50533
1901,94.51752
1902,106.80261
1905,99.1559
1906,107.7482
1912,106.834335
1915,95.96326
1916,107.1117
1917,93.82671
1918,104.35331
1920,78.833534
1923,100.499405
1924,103.0506
1925,96.36972
1930,117.173874
1932,112.76358
1933,111.11176
1934,110.38968
1935,94.41576
1940,80.742836
1941,97.81615
1942,113.73975
1943,104.85191
1944,92.92396
1945,101.625244
1948,116.97242
1949,92.6129
1952,98.639046
1954,94.31326
1955,115.87561
1958,96.333046
1959,84.81989
1960,105.955086
1963,96.1438
1965,103.44592
1968,102.750916
1969,99.91182
1971,96.359695
1972,111.22392
1973,93.1377
1975,91.877075
1977,101.45007
1978,96.24703
1979,109.002945
1981,92.57019
1982,110.01415
1987,110.59244
1988,91.949554
1993,104.42488
1997,93.10243
1999,95.6778
2001,96.08596
2002,116.064865
2003,101.1383
2004,78.17217
2006,111.18232
2007,94.31052
2009,106.26715
2010,93.8343
2013,102.80935
2018,78.606064
2022,98.379524
2024,106.03975
2025,97.12817
2026,104.334435
2030,105.987274
2031,95.55024
2032,106.834335
2033,95.97346
2035,99.20389
2036,112.858536
2037,92.87836
2040,95.8387
2043,108.53287
2044,122.962395
2046,106.55005
2054,109.24074
2055,95.15007
2056,106.23034
2059,95.0949
2060,94.51752
2062,92.44267
2063,108.96344
2066,96.81645
2067,114.659615
2072,100.55207
2073,107.1324
2074,107.964935
2075,99.99509
2076,96.36557
2080,96.35489
2082,94.51752
2085,99.68405
2087,107.45984
2091,107.90904
2092,95.97359
2093,106.23034
2098,100.83283
2101,105.955086
2102,93.65885
2103,80.742836
2105,104.31606
2106,93.96292
2107,100.86892
2110,96.98974
2114,98.73146
2115,112.79444
2117,87.42177
2118,96.396164
2119,105.946945
2120,96.68993
2122,103.32227
2123,112.66855
2126,94.50405
2127,107.54717
2128,97.3424
2129,108.99676
2132,110.74267
2135,105.4952
2138,103.75091
2139,117.173874
2141,110.735214
2142,94.52922
2146,97.53714
2151,110.69163
2157,105.468666
2159,101.95383
2162,92.85074
2164,116.91767
2167,95.16001
2168,110.33855
2171,97.945274
2173,95.40587
2174,104.54907
2175,95.65873
2178,93.73008
2180,96.571304
2185,110.9007
2189,94.04127
2190,112.145454
2192,103.16885
2194,112.96852
2200,104.528984
2201,98.721886
2203,108.018234
2204,97.34889
2205,110.043434
2209,110.02676
2213,103.30881
2214,94.23718
2215,108.51854
2216,98.84046
2218,94.705696
2219,109.84384
2220,101.44798
2222,97.91897
2223,105.00471
2225,110.30811
2226,94.58628
2230,100.92667
2233,111.55191
2234,107.08686
2235,97.34889
2236,77.26876
2237,92.4783
2240,116.25769
2241,96.06986
2248,104.10844
2249,97.15931
2250,101.582634
2252,110.38598
2253,99.90607
2254,111.21155
2256,79.40264
2258,94.73042
2259,101.21999
2262,96.87233
2265,94.285034
2266,104.212166
2269,99.693275
2271,104.09066
2273,94.97784
2274,108.63035
2275,98.42787
2277,98.204
2279,97.34889
2280,77.08199
2282,96.571304
2283,102.21884
2288,96.17269
2289,107.51931
2291,95.82486
2292,117.91135
2297,109.004776
2298,106.05766
2299,98.585495
2300,111.16485
2301,92.87985
2304,94.56681
2305,102.04353
2306,96.87233
2308,94.54333
2309,100.96619
2311,104.80846
2312,99.941734
2316,103.38999
2321,104.16084
2322,106.52613
2325,106.281654
2326,93.7663
2329,117.91135
2330,98.83035
2331,101.44344
2332,111.11865
2333,96.87233
2334,104.16298
2335,110.54002
2337,105.69044
2338,103.27925
2340,111.11865
2342,102.78214
2345,92.80108
2349,95.27021
2351,78.227585
2352,95.697075
2354,109.1436
2355,112.34137
2357,110.30811
2358,96.15347
2360,95.27627
2361,109.1436
2364,95.59806
2366,99.08159
2369,98.83127
2370,95.5317
2371,111.16762
2373,102.425735
2374,105.26064
2376,112.36038
2378,107.23906
2382,103.76477
2383,93.50331
2386,107.76042
2387,99.90557
2389,98.148155
2390,104.7476
2392,93.648384
2398,111.11865
2399,94.49126
2400,99.33203
2401,109.83696
2402,96.6371
2404,99.585335
2407,100.69228
2408,100.70785
2409,105.004425
2412,86.79439
2413,101.71248
2415,94.46442
2420,101.59258
2422,99.39365
2423,103.588875
2426,94.03396
2432,98.49941
2434,92.04575
2435,95.73531
2436,109.68539
2438,106.11888
2440,106.19116
2443,102.358086
2444,91.71939
2447,104.10844
2450,94.75386
2454,104.00746
2455,107.979195
2459,96.87233
2460,102.79593
2463,97.520096
2465,95.137054
2468,80.742836
2469,96.78359
2474,94.71404
2478,95.183105
2480,90.8512
2481,116.25769
2489,96.571304
2490,101.5195
2492,94.41576
2496,96.87233
2497,99.74933
2500,95.58527
2505,95.89458
2507,99.323555
2508,110.043434
2509,94.62618
2510,77.23417
2513,91.41228
2515,96.571304
2518,93.50331
2519,103.9155
2520,93.50331
2521,107.59582
2523,100.917496
2525,96.69768
2529,110.043434
2530,96.94816
2533,105.33613
2535,92.56404
2538,100.12501
2544,106.66786
2553,110.54635
2556,93.995605
2558,92.70576
2559,111.05516
2560,94.46698
2561,108.74757
2562,97.60887
2563,106.65808
2564,91.0901
2565,112.01297
2567,99.87603
2572,94.28716
2575,97.35272
2576,113.12591
2577,96.61864
2578,97.40045
2579,108.3219
2580,93.88947
2582,103.78529
2583,92.71771
2587,90.959465
2589,109.46192
2590,96.74206
2591,110.043434
2594,97.38859
2597,96.84861
2598,105.33285
2599,95.56796
2600,99.89266
2602,115.622
2603,94.28716
2604,97.22849
2606,100.2972
2607,78.07974
2608,100.36916
2613,110.043434
2614,103.145515
2615,111.07861
2617,108.63003
2620,100.88804
2623,108.10357
2624,98.83453
2627,110.043434
2629,78.07974
2630,95.48677
2632,101.8924
2636,95.57063
2639,105.16702
2640,108.608406
2642,110.043434
2644,107.179344
2646,99.2266
2647,96.63367
2649,94.40156
2650,102.95602
2652,107.92591
2653,98.02372
2655,101.54872
2657,111.57971
2659,107.16081
2662,93.40269
2663,116.25769
2664,96.104355
2665,102.3305
2670,98.509575
2671,108.682816
2672,91.955376
2675,107.92591
2677,109.628716
2679,99.42305
2683,108.41972
2684,97.13851
2685,105.01138
2688,108.152504
2689,104.018654
2690,102.6977
2693,102.89059
2694,107.91595
2697,104.49686
2699,96.239555
2703,95.80456
2705,107.25675
2709,84.19759
2710,94.63817
2711,108.18533
2712,97.745476
2713,98.015274
2714,108.50099
2715,97.675514
2717,93.81795
2718,110.94461
2720,107.240105
2721,96.88067
2726,102.86129
2728,92.083115
2731,103.95943
2732,109.736435
2734,95.6692
2736,103.54431
2737,96.524895
2738,104.46509
2739,100.74325
2746,94.97521
2749,105.43824
2751,117.847595
2752,101.76794
2753,97.45305
2757,101.79938
2758,96.02693
2759,109.372345
2760,103.038925
2762,110.5202
2764,93.48861
2765,107.89639
2769,106.77829
2771,105.70723
2774,94.16713
2776,93.71143
2777,99.26137
2778,96.93637
2779,105.869095
2782,93.72907
2784,94.502754
2787,95.06026
2789,96.959526
2792,97.52301
2798,95.290695
2799,102.36327
2800,96.340096
2801,77.61759
2802,94.945076
2804,97.32739
2807,103.30434
2808,100.09384
2809,101.03688
2811,116.90086
2812,95.46453
2814,93.6715
2816,98.64461
2817,109.19473
2818,99.66358
2820,101.754715
2821,84.47036
2822,97.2464
2823,110.548195
2824,96.982025
2826,98.37744
2829,97.44858
2834,97.02929
2835,79.40394
2838,94.936005
2839,108.65445
2840,92.41191
2841,105.15592
2842,96.87233
2846,113.25813
2848,101.08555
2849,93.8355
2850,108.50099
2851,93.19203
2853,96.93841
2854,110.043434
2858,101.52178
2861,104.15505
2864,94.41576
2865,116.25769
2866,103.551476
2867,92.29355
2868,113.488655
2870,108.27501
2877,101.49267
2878,110.043434
2880,112.82754
2882,77.755875
2883,97.624306
2884,104.408966
2885,97.178955
2887,96.571304
2888,108.820305
2889,91.91968
2890,105.14591
2891,103.74421
2892,117.194664
2893,93.73872
2898,107.2925
2899,98.4316
2900,109.452965
2901,93.55088
2909,105.59989
2910,111.54149
2911,118.72766
2913,97.221115
2914,104.9284
2918,97.505844
2919,107.54717
2920,91.868744
2921,110.043434
2922,99.67698
2923,102.104645
2925,103.4668
2926,93.88947
2927,109.95079
2929,113.41011
2933,95.62229
2934,106.805565
2936,101.72462
2941,97.580765
2942,96.14421
2943,109.1565
2945,102.504974
2950,95.27045
2951,108.08045
2953,106.87324
2954,100.04165
2955,106.4672
2956,100.785576
2960,105.32221
2962,96.96429
2963,104.34179
2964,105.75248
2966,77.135254
2967,95.48056
2968,97.65231
2969,91.567955
2971,92.58843
2972,108.3189
2974,95.22435
2975,106.01241
2977,117.572815
2980,108.1287
2981,90.14801
2983,99.273125
2984,99.537865
2985,117.91135
2986,97.27911
2987,108.3189
2989,97.27348
2990,107.50084
2991,111.75198
2992,80.637436
2995,104.49686
2996,98.35145
3002,110.982994
3004,108.5108
3005,118.478195
3006,95.733345
3010,98.126
3011,104.252686
3014,93.88947
3015,95.51984
3016,94.47788
3017,100.99242
3018,94.27903
3021,103.10422
3024,105.33285
3028,97.186615
3030,94.51752
3032,93.77038
3039,94.685234
3040,103.74684
3041,98.16764
3043,107.25955
3044,113.26626
3046,105.55593
3055,96.31327
3056,109.30368
3058,93.35916
3059,106.6907
3061,116.97242
3063,106.13017
3066,95.21832
3067,105.33285
3068,77.52339
3069,96.88067
3072,116.50299
3073,112.65022
3074,95.65766
3077,96.96056
3082,101.383194
3084,104.49686
3085,102.39892
3088,107.179344
3091,96.61135
3092,111.976105
3093,99.17029
3094,103.95943
3096,110.38968
3097,91.29699
3098,78.48852
3102,116.856415
3106,93.294235
3109,96.35934
3111,94.51674
3112,118.478195
3113,97.09487
3115,100.55207
3116,106.18131
3117,97.61189
3121,103.71252
3122,95.18712
3123,95.529396
3124,101.42816
3125,94.47788
3126,100.40208
3127,115.88927
3129,92.98915
3130,113.07768
3132,106.51836
3134,107.57538
3135,105.06592
3137,76.350624
3138,120.626945
3140,106.09305
3144,105.17016
3145,105.11128
3146,111.07861
3147,95.392426
3148,103.465614
3149,105.34121
3150,111.79021
3151,96.6614
3152,96.32615
3155,100.81838
3156,108.50099
3159,92.632706
3161,99.16186
3162,107.346436
3163,95.980934
3165,102.45665
3172,103.43709
3173,98.934105
3176,91.83345
3177,107.48068
3179,106.01241
3183,93.66765
3186,94.9363
3187,98.58488
3189,106.470436
3190,97.90465
3192,115.88927
3193,103.43709
3194,112.55105
3197,95.5652
3198,96.61092
3200,101.53588
3201,118.37976
3202,96.61092
3204,95.89458
3205,93.10764
3206,105.057076
3208,104.60012
3210,103.21395
3211,100.35136
3212,116.97242
3213,99.26971
3214,104.98497
3216,105.14591
3219,93.57134
3220,110.50725
3221,97.09487
3226,107.896255
3227,105.76462
3228,97.47338
3229,98.48468
3232,80.742836
3233,94.36304
3234,96.18032
3236,99.03388
3238,110.386665
3239,109.02167
3240,93.478096
3247,109.204124
3249,104.98703
3252,110.66087
3253,98.14647
3254,104.67939
3255,98.63792
3256,109.83913
3257,95.6717
3262,103.89854
3263,107.92591
3264,100.785576
3266,112.902145
3267,101.38401
3269,97.85954
3272,117.91135
3274,95.5652
3275,105.161156
3277,101.852295
3279,98.307076
3280,107.40538
3283,95.34386
3285,96.571304
3287,103.82791
3288,105.33285
3290,100.26525
3291,92.4783
3298,107.99054
3299,95.94736
3302,106.62822
3303,94.74758
3304,104.06511
3307,94.84024
3309,98.417496
3314,77.14249
3316,111.02389
3317,98.06356
3319,95.739174
3320,107.97487
3321,95.227425
3322,103.09255
3324,93.23904
3326,96.72713
3329,100.45479
3330,91.0901
3331,111.21859
3335,117.194664
3337,96.84612
3338,98.81504
3339,98.52543
3340,111.64715
3341,96.77055
3343,93.93766
3346,92.676216
3348,92.8561
3351,105.150375
3352,117.90673
3355,91.97991
3356,110.64269
3358,105.12894
3359,93.826706
3360,101.75496
3371,96.70288
3372,95.9337
3374,96.64769
3377,108.003105
3378,92.487854
3380,107.06045
3382,100.91521
3386,97.214355
3389,102.30755
3391,106.01511
3393,96.74835
3394,107.010704
3395,93.63961
3397,110.043434
3398,103.32638
3399,83.522156
3400,94.91932
3404,104.5499
3407,111.09541
3409,101.44425
3419,101.65759
3421,98.11296
3425,94.53004
3427,80.70947
3428,117.91135
3429,107.85571
3431,96.65509
3435,93.79921
3436,108.88834
3439,97.018845
3441,101.39459
3442,117.91135
3443,101.95044
3444,105.117
3445,94.17509
3446,106.37952
3449,94.51752
3453,97.14227
3457,100.88593
3460,103.54431
3461,105.613235
3462,93.478775
3464,106.13017
3465,77.52339
3466,96.50766
3467,104.86532
3468,97.31754
3469,103.274635
3470,95.51286
3472,110.043434
3473,99.48068
3475,94.87129
3476,108.89574
3478,106.37027
3479,94.76361
3483,94.6705
3484,107.47015
3485,101.50363
3487,94.94618
3488,107.97716
3496,111.37595
3497,100.18448
3499,103.215805
3500,77.15868
3501,97.47114
3504,93.04024
3508,101.739876
3511,95.64012
3512,108.89736
3515,92.43063
3517,95.46968
3518,97.01149
3526,108.30837
3528,113.88009
3529,100.35854
3530,115.9548
3531,92.68976
3532,104.76837
3533,96.145485
3534,95.20354
3535,77.56378
3536,99.203674
3537,110.97027
3538,92.3339
3539,101.77164
3540,103.0545
3545,107.532906
3546,92.23828
3550,106.42604
3551,103.886795
3553,96.19057
3554,103.54431
3557,92.4783
3558,108.68279
3559,94.51752
3561,92.238525
3562,110.043434
3563,96.72119
3564,105.150375
3565,94.17509
3567,94.54148
3571,105.150375
3572,97.845345
3574,110.12982
3576,96.28336
3577,106.238014
3578,95.31178
3579,94.55063
3583,95.27037
3585,103.68212
3586,105.66195
3587,112.48644
3593,93.63204
3594,104.2147
3595,94.81037
3599,95.969765
3600,105.715355
3601,110.043434
3602,94.51752
3604,99.20525
3609,118.32501
3610,106.0999
